x,y,path,stage
824.2548828125,137.72299194335938,66,1
826.0986938476562,128.75846099853516,67,1
825.2738037109375,128.78997802734375,68,1
826.49853515625,118.86280822753906,69,1
827.7559814453125,108.93958282470705,70,1
829.013427734375,99.01634979248048,71,1
826.3933715820312,91.25469207763672,72,1
829.8001708984375,92.80734252929688,73,1
831.0042114257812,83.3014144897461,74,1
825.2344360351562,78.25510787963867,75,1
816.1397094726562,75.23878479003906,76,1
807.0449829101562,72.22246170043945,77,1
831.4638061523438,80.32110977172852,78,1
834.4618530273438,70.46054077148438,79,1
837.7108154296875,60.670841217041016,80,1
840.8421020507812,50.84269714355469,81,1
843.8715209960938,40.98573112487793,82,1
852.787841796875,39.87565040588379,83,1
863.0799560546875,40.560983657836914,84,1
873.3751220703125,41.19891548156738,85,1
883.6702880859375,41.83684730529785,86,1
892.0016479492188,44.16381645202637,87,1
890.8703002929688,54.4164924621582,88,1
892.1958618164062,42.404083251953125,89,1
898.90966796875,45.84229469299317,90,1
898.0808715820312,56.02534103393555,91,1
899.1685791015625,42.66097068786621,92,1
900.3123779296875,33.13124942779541,93,1
897.9821166992188,25.658093452453613,94,1
900.4636840820312,26.52115154266357,95,1
909.6018676757812,26.91804981231689,96,1
918.8311767578124,28.18242835998535,97,1
901.1062622070312,26.02131414413452,98,1
901.4633178710938,24.52176856994629,99,1
911.4170532226562,25.716004371643063,100,1
921.375,26.88225555419922,101,1
930.443603515625,30.914389610290527,102,1
935.0626831054688,39.60573387145996,103,1
939.4617309570312,48.56534004211426,104,1
945.7654418945312,56.36256790161133,105,1
951.4526977539062,54.02107238769531,106,1
958.1549682617188,49.07452774047852,107,1
966.2431030273438,54.99663162231445,108,1
974.3143310546876,60.94585800170898,109,1
982.294921875,66.9957046508789,110,1
990.5536499023438,72.6817626953125,111,1
996.51171875,79.96623229980469,112,1
997.6235961914062,70.5497055053711,113,1
990.6826171875,64.14619445800781,114,1
988.5130004882812,55.30883407592773,115,1
996.4012451171876,58.00787734985352,116,1
997.9281005859376,48.4525318145752,117,1
997.9801635742188,40.58105278015137,118,1
1001.3024291992188,32.665268898010254,119,1
1010.0492553710938,31.61523532867432,120,1
1019.9102172851562,33.031813621521,121,1
1029.7711791992188,34.44839286804199,122,1
1036.4447021484375,28.95570945739746,123,1
1045.35400390625,26.74143695831299,124,1
1054.471435546875,30.755990028381348,125,1
1063.5029296875,34.95882797241211,126,1
1071.2099609375,38.37406921386719,127,1
1070.2310791015625,48.28274154663086,128,1
1079.5555419921875,48.71998977661133,129,1
1089.5059814453125,48.83545875549317,130,1
1098.8544921875,49.45651054382324,131,1
1098.9422607421875,59.41829681396485,132,1
1098.855224609375,69.37777709960938,133,1
1106.7772216796875,73.93562316894531,134,1
1113.766357421875,75.62607955932617,135,1
1123.2808837890625,78.57873153686523,136,1
1131.931884765625,79.66941833496094,137,1
1135.288818359375,70.28987884521484,138,1
1138.6458740234375,60.910343170166016,139,1
1130.33837890625,57.50448989868164,140,1
1120.7655029296875,54.74665069580078,141,1
1131.4473876953125,81.0229721069336,142,1
1140.8980712890625,84.12291717529297,143,1
1149.5467529296875,87.65430450439453,144,1
1152.59130859375,78.47925186157227,145,1
1152.358642578125,78.37244415283203,146,1
1156.244140625,68.4539680480957,147,1
1161.4205322265625,59.19134140014648,148,1
1167.3499755859375,50.34181022644043,149,1
1172.2647705078125,41.06926345825195,150,1
1172.5885009765625,30.421783447265625,151,1
1149.4022216796875,88.17274475097656,152,1
1146.175048828125,99.2526397705078,153,1
1142.3968505859375,110.16064453125,154,1
1141.2044677734375,114.1430892944336,155,1
1150.72412109375,118.47886657714844,156,1
1160.5927734375,122.52536010742188,157,1
1169.61181640625,125.53433227539062,158,1
1169.2467041015625,126.58135223388672,159,1
1178.8472900390625,129.5600357055664,160,1
1186.8690185546875,125.93463134765624,161,1
1195.7088623046875,130.39210510253906,162,1
1203.5765380859375,136.01068115234375,163,1
1213.5540771484375,137.67687225341797,164,1
1223.545166015625,139.2570037841797,165,1
1233.5458984375,140.7766876220703,166,1
1243.5753173828125,142.0922393798828,167,1
1253.6209716796875,143.27989196777344,168,1
1263.6951904296875,144.19391632080078,169,1
1273.77490234375,145.04451751708984,170,1
1283.8638916015625,145.76912689208984,171,1
1293.194091796875,145.12461853027344,172,1
1302.5511474609375,146.9894561767578,173,1
1312.6422119140625,147.69380950927734,174,1
1308.8704833984375,151.12936401367188,175,1
1298.7952880859375,150.26895141601562,176,1
1289.6953125,149.31549072265625,177,1
1279.614501953125,148.47698974609375,178,1
1269.536376953125,147.6093292236328,179,1
1259.4705810546875,146.60675048828125,180,1
1249.4061279296875,145.59384155273438,181,1
1239.4036865234375,144.08509826660156,182,1
1229.4002685546875,142.5828094482422,183,1
1219.40283203125,141.04481506347656,184,1
1209.4356689453125,139.3184051513672,185,1
1199.4901123046875,137.47306060791016,186,1
1189.5838623046875,135.42916107177734,187,1
1179.692626953125,133.3105926513672,188,1
1169.8572998046875,130.94747924804688,189,1
1160.0291748046875,128.5531234741211,190,1
1150.208251953125,126.13142395019533,191,1
1157.432373046875,127.92048645019533,192,1
1148.6878662109375,126.69696044921876,193,1
1139.2847900390625,124.42011260986328,194,1
1131.38427734375,121.06356048583984,195,1
1122.1185302734375,118.2466812133789,196,1
1112.8648681640625,115.39398193359376,197,1
1103.775390625,112.05196380615234,198,1
1094.660400390625,108.82412719726562,199,1
1086.6075439453125,110.31448364257812,200,1
1087.48388671875,102.82958984375,201,1
1092.3485107421875,96.86100769042967,202,1
1096.7275390625,90.55884552001952,203,1
1098.1536865234375,81.00790786743164,204,1
1095.5833740234375,96.90560150146484,205,1
1096.616455078125,106.13623809814452,206,1
1106.187744140625,109.65657043457033,207,1
1115.864013671875,112.9499053955078,208,1
1125.5374755859375,116.23041534423828,209,1
1135.2989501953125,119.2417449951172,210,1
1141.976806640625,121.160888671875,211,1
1151.798828125,123.9594268798828,212,1
1161.6817626953125,126.56745910644533,213,1
1171.590087890625,129.0774383544922,214,1
1181.536376953125,131.43341827392578,215,1
1191.526611328125,133.5724639892578,216,1
1139.9031982421875,117.9327392578125,217,1
1084.646240234375,109.92243194580078,218,1
1079.32568359375,110.66832733154295,219,1
1077.282958984375,109.6924285888672,220,1
1068.8232421875,104.25797271728516,221,1
1059.4708251953125,102.0739288330078,222,1
1050.1177978515625,98.13006591796876,223,1
1040.7647094726562,94.18634033203124,224,1
1030.8025512695312,93.05299377441406,225,1
1021.5665893554688,88.8689956665039,226,1
1013.1162109375,83.25873184204102,227,1
1004.7255859375,77.5465087890625,228,1
996.3792724609376,71.7696533203125,229,1
988.032958984375,65.99280166625977,230,1
979.6620483398438,60.25182723999024,231,1
971.27783203125,54.53011322021485,232,1
962.9008178710938,48.79792594909668,233,1
954.5425415039062,43.0383415222168,234,1
946.184326171875,37.27875518798828,235,1
937.8261108398438,31.5191707611084,236,1
929.4678344726562,25.7595853805542,237,1
1020.89990234375,88.5467758178711,238,1
1029.4343872070312,93.89178466796876,239,1
1038.2630004882812,98.72171783447266,240,1
1047.3836669921875,102.98723602294922,241,1
1056.6512451171875,106.92748260498048,242,1
1066.073974609375,110.44844818115234,243,1
1075.674072265625,113.49007415771484,244,1
1085.4371337890625,115.89633178710938,245,1
1095.31640625,117.84880828857422,246,1
1105.191650390625,119.821044921875,247,1
1115.042724609375,121.91184997558594,248,1
1124.8936767578125,124.00265502929688,249,1
1134.74462890625,126.0934600830078,250,1
1144.5955810546875,128.18426513671875,251,1
1154.4466552734375,130.2750701904297,252,1
1164.297607421875,132.3658676147461,253,1
1174.1485595703125,134.45667266845703,254,1
1183.99951171875,136.54747772216797,255,1
1193.8505859375,138.6382827758789,256,1
1203.7015380859375,140.7290802001953,257,1
1213.552490234375,142.81989288330078,258,1
1223.403564453125,144.9106903076172,259,1
1233.2545166015625,147.00149536132812,260,1
1243.10546875,149.09230041503906,261,1
1252.9564208984375,151.18310546875,262,1
1262.8074951171875,153.27391052246094,263,1
1272.6541748046875,155.38436889648438,264,1
1282.49951171875,157.501953125,265,1
1292.3447265625,159.61953735351562,266,1
1302.1900634765625,161.73712158203125,267,1
1312.0352783203125,163.85475158691406,268,1
1321.8804931640625,165.97235107421875,269,1
1331.725830078125,168.08987426757812,270,1
1341.571044921875,170.20741271972656,271,1
1351.4163818359375,172.32493591308594,272,1
1361.2615966796875,174.44247436523438,273,1
1371.1053466796875,176.56744384765625,274,1
1380.9464111328125,178.70440673828125,275,1
1390.7874755859375,180.84136962890625,276,1
1400.6285400390625,182.97833251953125,277,1
1410.4696044921875,185.11529541015625,278,1
1420.30419921875,187.2816619873047,279,1
1430.1341552734375,189.46917724609372,280,1
1439.9688720703125,191.63504028320312,281,1
1449.8194580078125,193.72784423828125,282,1
1459.669921875,195.8207244873047,283,1
1469.5205078125,197.9136199951172,284,1
1479.37109375,200.0065155029297,285,1
1489.2216796875,202.0994110107422,286,1
1499.0721435546875,204.1922912597656,287,1
1508.9227294921875,206.28518676757807,288,1
1518.773193359375,208.37808227539065,289,1
1441.6531982421875,191.9927978515625,290,1
1451.6253662109375,192.6325836181641,291,1
1452.342041015625,185.32601928710935,292,1
1444.48583984375,182.57958984375,293,1
1440.363525390625,191.8689422607422,294,1
1442.7193603515625,199.9939422607422,295,1
1452.40673828125,200.4591064453125,296,1
1445.3179931640625,195.4280242919922,297,1
1447.9752197265625,194.70704650878903,298,1
1458.004638671875,196.8778076171875,299,1
1468.0341796875,199.048583984375,300,1
1478.063720703125,201.2193603515625,301,1
1488.0931396484375,203.3901214599609,302,1
1498.1226806640625,205.56089782714844,303,1
1508.1522216796875,207.73167419433597,304,1
1518.181640625,209.9024353027344,305,1
1441.914306640625,193.39523315429688,306,1
1431.965087890625,191.2654266357422,307,1
1422.0133056640625,189.14801025390625,308,1
1412.0615234375,187.0305938720703,309,1
1402.109619140625,184.9131774902344,310,1
1392.1578369140625,182.79574584960935,311,1
1382.0867919921875,181.78607177734372,312,1
1372.2930908203125,184.1135406494141,313,1
1364.13671875,190.11468505859372,314,1
1354.4276123046875,193.1032257080078,315,1
1345.4620361328125,197.5685577392578,316,1
1335.3861083984375,198.1154937744141,317,1
1333.753662109375,201.41036987304688,318,1
1340.87353515625,199.29168701171875,319,1
1347.6663818359375,198.0225830078125,320,1
1335.61767578125,203.6042022705078,321,1
1329.561767578125,211.49806213378903,322,1
1325.1385498046875,203.7166290283203,323,1
1332.9801025390625,198.60877990722656,324,1
1342.7530517578125,194.3604278564453,325,1
1353.0823974609375,191.9229278564453,326,1
1353.83203125,191.9960479736328,327,1
1363.62255859375,189.4462738037109,328,1
1368.748046875,180.85508728027344,329,1
1370.7166748046875,170.81263732910156,330,1
1375.777587890625,162.72152709960938,331,1
1384.6151123046875,165.7897186279297,332,1
1387.294189453125,175.60879516601562,333,1
1385.61279296875,170.59742736816406,334,1
1359.254638671875,191.20294189453125,335,1
1363.195556640625,182.73117065429688,336,1
1356.0548095703125,176.12063598632812,337,1
1346.6275634765625,173.18247985839844,338,1
1336.81494140625,171.0817108154297,339,1
1327.0023193359375,168.98095703125,340,1
1317.1898193359375,166.88018798828125,341,1
1307.37646484375,164.78268432617188,342,1
1297.5623779296875,162.68896484375,343,1
1287.748291015625,160.5951385498047,344,1
1277.9342041015625,158.50131225585938,345,1
1268.1201171875,156.40748596191406,346,1
1258.3095703125,154.29747009277344,347,1
1248.500244140625,152.18113708496094,348,1
1238.6910400390625,150.0648193359375,349,1
1228.8817138671875,147.948486328125,350,1
1219.072509765625,145.83216094970703,351,1
1209.2633056640625,143.71582794189453,352,1
1199.4539794921875,141.59950256347656,353,1
1189.644775390625,139.4831771850586,354,1
1179.83544921875,137.3668441772461,355,1
1170.0262451171875,135.25051879882812,356,1
1160.217041015625,133.13418579101562,357,1
1150.40771484375,131.01786041259766,358,1
1140.5985107421875,128.9015350341797,359,1
1130.789306640625,126.78520965576172,360,1
1120.97998046875,124.66887664794922,361,1
1111.1707763671875,122.55255126953124,362,1
1101.352294921875,120.48079681396484,363,1
1091.5028076171875,118.5605239868164,364,1
1081.6533203125,116.6402587890625,365,1
1071.9969482421875,113.93396759033205,366,1
1062.3787841796875,111.07196044921876,367,1
1053.087890625,107.28528594970705,368,1
1043.9208984375,103.22974395751952,369,1
1035.1275634765625,98.39472198486328,370,1
1026.334228515625,93.55968475341795,371,1
1017.899658203125,88.12799072265625,372,1
1009.506103515625,82.6281852722168,373,1
1001.2319946289062,76.95431137084961,374,1
993.0823364257812,71.09912109375,375,1
984.8281860351562,65.3922004699707,376,1
976.5542602539062,59.71392440795898,377,1
968.2784423828124,54.03844833374024,378,1
960.0018920898438,48.364036560058594,379,1
951.7242431640624,42.691232681274414,380,1
943.4465942382812,37.01842880249024,381,1
935.1689453125,31.34562492370605,382,1
926.8912963867188,25.67280387878418,383,1
1335.4090576171875,197.23272705078125,384,1
1328.824462890625,192.32339477539065,385,1
1331.76513671875,185.1312255859375,386,1
1326.6243896484375,191.50534057617188,387,1
1321.73828125,199.0418243408203,388,1
1317.94189453125,207.2123107910156,389,1
1319.6683349609375,209.26956176757807,390,1
1316.3935546875,210.52362060546875,391,1
1311.614501953125,216.5221099853516,392,1
1314.5655517578125,223.64532470703125,393,1
1319.0076904296875,230.79135131835935,394,1
1313.21728515625,232.190673828125,395,1
1312.713134765625,229.22154235839844,396,1
1313.683837890625,234.80931091308597,397,1
1312.7440185546875,242.053466796875,398,1
1316.377685546875,244.9810791015625,399,1
1318.0162353515625,254.945068359375,400,1
1315.923828125,263.93907165527344,401,1
1313.422119140625,273.7624969482422,402,1
1310.8780517578125,283.7005310058594,403,1
1307.9638671875,293.5368957519531,404,1
1305.0943603515625,303.3871765136719,405,1
1301.78125,312.8637084960937,406,1
1301.97998046875,312.938232421875,407,1
1298.7449951171875,321.6104736328125,408,1
1294.767578125,329.9627685546875,409,1
1289.7342529296875,336.4285583496094,410,1
1292.8804931640625,337.0271301269531,411,1
1295.5447998046875,338.50054931640625,412,1
1304.7515869140625,343.3895263671875,413,1
1313.65673828125,346.9269104003906,414,1
1318.2647705078125,337.5763244628906,415,1
1321.9210205078125,330.39013671875,416,1
1326.40087890625,320.9967346191406,417,1
1330.9075927734375,311.5968322753906,418,1
1335.4141845703125,302.1969299316406,419,1
1339.9208984375,292.7970275878906,420,1
1313.271240234375,347.70904541015625,421,1
1321.9488525390625,351.91424560546875,422,1
1330.612060546875,356.14947509765625,423,1
1339.286865234375,360.3616333007813,424,1
1342.6221923828125,366.163818359375,425,1
1339.4283447265625,375.2632446289063,426,1
1335.74951171875,384.1573486328125,427,1
1330.8116455078125,392.424560546875,428,1
1344.1953125,362.12799072265625,429,1
1347.5048828125,353.0572509765625,430,1
1352.8365478515625,346.8912658691406,431,1
1360.106689453125,345.2774658203125,432,1
1368.520263671875,349.8695373535156,433,1
1376.7227783203125,355.593505859375,434,1
1382.8818359375,348.7011108398437,435,1
1388.858154296875,340.6806640625,436,1
1396.4417724609375,338.241455078125,437,1
1401.0623779296875,329.3704528808594,438,1
1405.614501953125,320.46441650390625,439,1
1407.979736328125,316.68798828125,440,1
1412.4278564453125,308.5386657714844,441,1
1416.7310791015625,300.30133056640625,442,1
1422.5960693359375,294.0350952148437,443,1
1428.322265625,286.71514892578125,444,1
1434.0484619140625,279.3951721191406,445,1
1435.0792236328125,272.75047302246094,446,1
1437.311767578125,275.2235107421875,447,1
1443.8541259765625,267.2284545898437,448,1
1448.5389404296875,258.3159942626953,449,1
1449.3258056640625,248.33111572265625,450,1
1439.6834716796875,247.61654663085935,451,1
1430.6724853515625,242.53436279296875,452,1
1421.669677734375,237.4361267089844,453,1
1412.6192626953125,232.4281005859375,454,1
1402.773193359375,229.3751373291016,455,1
1393.3431396484375,226.7455139160156,456,1
1384.974853515625,223.35659790039065,457,1
1383.739013671875,229.51446533203125,458,1
1379.9132080078125,239.12722778320312,459,1
1376.0155029296875,244.0967254638672,460,1
1377.7073974609375,244.789794921875,461,1
1385.779541015625,243.8726959228516,462,1
1392.0093994140625,236.91294860839844,463,1
1382.237548828125,246.6466217041016,464,1
1382.811767578125,255.5072021484375,465,1
1380.4932861328125,264.52667236328125,466,1
1373.3006591796875,264.6476745605469,467,1
1366.744873046875,260.0480651855469,468,1
1370.00830078125,253.2614898681641,469,1
1363.3575439453125,259.3473205566406,470,1
1353.74755859375,253.51795959472656,471,1
1345.742431640625,252.91012573242188,472,1
1349.562255859375,251.2166290283203,473,1
1350.3677978515625,243.54331970214844,474,1
1342.931396484375,238.5565490722656,475,1
1337.7183837890625,243.7864532470703,476,1
1329.5523681640625,242.2724151611328,477,1
1325.5400390625,242.16574096679688,478,1
1324.100341796875,245.90626525878903,479,1
1325.854248046875,256.6588287353516,480,1
1322.0948486328125,260.63059997558594,481,1
1326.4552001953125,240.0230865478516,482,1
1330.707275390625,233.75411987304688,483,1
1338.8751220703125,236.85113525390625,484,1
1335.7734375,243.3679351806641,485,1
1337.9725341796875,236.47164916992188,486,1
1336.5023193359375,235.85379028320312,487,1
1335.0328369140625,235.2359161376953,488,1
1333.4324951171875,234.563232421875,489,1
1332.1480712890625,234.02273559570312,490,1
1330.2978515625,233.6777801513672,491,1
1329.0430908203125,233.4435272216797,492,1
1333.8311767578125,227.11129760742188,493,1
1342.9044189453125,230.87451171875,494,1
1351.98388671875,234.6222076416016,495,1
1361.1016845703125,238.2760467529297,496,1
1331.8564453125,226.292236328125,497,1
1324.4617919921875,220.0935516357422,498,1
1314.890625,216.28744506835935,499,1
1332.1221923828125,225.6163330078125,500,1
1335.9228515625,216.73373413085935,501,1
1345.1751708984375,220.3738555908203,502,1
1353.5999755859375,223.97007751464844,503,1
1362.8804931640625,227.52931213378903,504,1
1371.566650390625,230.84408569335935,505,1
1371.23046875,223.73390197753903,506,1
1361.994873046875,220.04840087890625,507,1
1367.0540771484375,218.59552001953125,508,1
1375.8338623046875,221.02806091308597,509,1
1366.96435546875,217.1866912841797,510,1
1360.6634521484375,216.1835021972656,511,1
1354.05078125,213.4526824951172,512,1
1344.8206787109375,209.7532196044922,513,1
1342.7037353515625,207.3793029785156,514,1
1339.7823486328125,206.2058563232422,515,1
1336.17236328125,212.77638244628903,516,1
1334.7967529296875,212.3231658935547,517,1
1332.06787109375,218.8815155029297,518,1
1343.482666015625,209.2169189453125,519,1
1347.27197265625,215.885009765625,520,1
1357.3101806640625,219.9215240478516,521,1
1351.140380859375,219.21011352539065,522,1
1341.1031494140625,215.17127990722656,523,1
1348.95556640625,220.01986694335935,524,1
1342.2880859375,212.1118927001953,525,1
1350.86767578125,215.5694274902344,526,1
1358.914306640625,217.1087951660156,527,1
1350.913818359375,213.8532867431641,528,1
1360.642578125,214.58351135253903,529,1
1352.31201171875,211.2377166748047,530,1
1375.492431640625,221.85743713378903,531,1
1369.30712890625,221.29869079589844,532,1
1373.6180419921875,226.4287109375,533,1
1373.6180419921875,226.4287109375,534,1
1372.99365234375,227.95138549804688,535,1
1372.99365234375,227.95138549804688,536,1
1372.398193359375,229.40206909179688,537,1
1372.398193359375,229.40206909179688,538,1
1371.780029296875,230.93118286132807,539,1
1357.52783203125,225.58409118652344,540,1
1339.2174072265625,218.07916259765625,541,1
1333.237548828125,243.76145935058597,542,1
1336.7705078125,250.06448364257807,543,1
1344.8160400390625,251.2947235107422,544,1
1340.701416015625,246.98724365234372,545,1
1340.701416015625,246.98724365234372,546,1
1338.930419921875,251.03826904296875,547,1
1335.453125,249.47052001953125,548,1
1332.1243896484375,246.46072387695312,549,1
1332.7838134765625,244.82955932617188,550,1
1341.31201171875,237.8761138916016,551,1
1342.7593994140625,238.48431396484372,552,1
1344.220458984375,239.09788513183597,553,1
1345.621337890625,239.6878204345703,554,1
1347.1136474609375,240.31430053710935,555,1
1348.2945556640625,242.0959014892578,556,1
1350.3677978515625,243.54331970214844,557,1
1351.8021240234375,250.8527984619141,558,1
1361.0426025390625,256.2736053466797,559,1
1368.42724609375,254.1646423339844,560,1
1361.36083984375,248.23385620117188,561,1
1364.032958984375,258.02809143066406,562,1
1362.75390625,257.27809143066406,563,1
1361.2860107421875,256.4163055419922,564,1
1359.9520263671875,255.6340484619141,565,1
1358.653076171875,254.8722076416016,566,1
1357.1494140625,253.99002075195312,567,1
1355.8314208984375,253.2174224853516,568,1
1354.3748779296875,252.3621063232422,569,1
1353.0767822265625,251.6013336181641,570,1
1351.647705078125,250.7621154785156,571,1
1350.415771484375,250.0400238037109,572,1
1370.6844482421875,253.65475463867188,573,1
1370.7283935546875,260.83897399902344,574,1
1373.8807373046875,255.51370239257807,575,1
1379.89794921875,250.4680328369141,576,1
1377.1942138671875,250.67184448242188,577,1
1376.3345947265625,252.06553649902344,578,1
1375.452880859375,253.49359130859372,579,1
1374.8978271484375,255.3858337402344,580,1
1380.97900390625,260.4919738769531,581,1
1379.8856201171875,245.6827545166016,582,1
1379.2369384765625,245.41734313964844,583,1
1382.4765625,232.6773681640625,584,1
1382.912841796875,223.5531311035156,585,1
1438.1348876953125,246.7863006591797,586,1
1442.05810546875,237.83799743652344,587,1
1440.0159912109375,230.8311309814453,588,1
1448.15576171875,232.49996948242188,589,1
1448.607666015625,232.64727783203125,590,1
1456.57470703125,234.9408264160156,591,1
1464.1781005859375,238.4105987548828,592,1
1459.9764404296875,236.4931488037109,593,1
1466.533203125,226.950439453125,594,1
1474.1339111328125,219.1513519287109,595,1
1475.5322265625,217.0625915527344,596,1
1467.711669921875,210.0799102783203,597,1
1460.0751953125,202.8961639404297,598,1
1452.38330078125,201.7187957763672,599,1
1442.2781982421875,201.6590118408203,600,1
1435.550048828125,207.15579223632807,601,1
1434.300537109375,207.8005828857422,602,1
1430.9564208984375,215.7385406494141,603,1
1452.3284912109375,233.8583221435547,604,1
1440.4669189453125,229.4138946533203,605,1
1443.2003173828125,248.88595581054688,606,1
1418.654296875,296.1725769042969,607,1
1410.0445556640625,293.1246643066406,608,1
1401.6295166015625,289.4377746582031,609,1
1394.8712158203125,295.094970703125,610,1
1392.1256103515625,298.0443115234375,611,1
1384.6376953125,306.1427307128906,612,1
1377.1644287109375,314.2547302246094,613,1
1369.459716796875,322.12225341796875,614,1
1365.9364013671875,323.1710205078125,615,1
1366.97119140625,323.8822937011719,616,1
1360.006591796875,329.6285705566406,617,1
1354.845703125,337.0700378417969,618,1
1407.979736328125,316.68798828125,619,1
1419.4486083984375,319.20770263671875,620,1
1377.39599609375,356.06329345703125,621,1
1371.0809326171875,364.0353393554688,622,1
1363.0042724609375,369.1428833007813,623,1
1356.274658203125,375.9340515136719,624,1
1350.752685546875,384.4700317382813,625,1
1346.1185302734375,393.43951416015625,626,1
1344.0577392578125,403.313232421875,627,1
1337.9931640625,411.4775085449219,628,1
1331.386474609375,419.114990234375,629,1
1324.116943359375,425.3604736328125,630,1
1320.219482421875,434.75433349609375,631,1
1316.379150390625,444.17034912109375,632,1
1309.7156982421875,451.3539733886719,633,1
1307.9417724609375,461.01556396484375,634,1
1298.5218505859375,457.6389465332031,635,1
1296.9808349609375,451.3527526855469,636,1
1302.333740234375,442.70513916015625,637,1
1299.3670654296875,433.6998596191406,638,1
1294.9976806640625,424.6799926757813,639,1
1301.5775146484375,426.9020690917969,640,1
1294.85498046875,424.7806091308594,641,1
1288.5673828125,431.8935546875,642,1
1282.9268798828125,436.5497131347656,643,1
1275.45068359375,430.419677734375,644,1
1278.23095703125,424.19342041015625,645,1
1276.74462890625,414.4007263183594,646,1
1279.433837890625,407.517333984375,647,1
1285.85302734375,410.3187255859375,648,1
1292.36474609375,412.6878967285156,649,1
1286.4996337890625,414.1294860839844,650,1
1287.784912109375,422.3193664550781,651,1
1285.1771240234375,406.3346252441406,652,1
1275.81298828125,408.262939453125,653,1
1265.8883056640625,409.1041870117188,654,1
1257.6898193359375,409.5632629394531,655,1
1265.8564453125,404.8387451171875,656,1
1274.9093017578125,400.6735534667969,657,1
1280.3304443359375,392.4322814941406,658,1
1281.1748046875,387.46722412109375,659,1
1277.4571533203125,385.5433044433594,660,1
1275.865478515625,392.3869323730469,661,1
1284.7843017578125,396.7517700195313,662,1
1293.4234619140625,401.7400817871094,663,1
1290.6962890625,402.2229919433594,664,1
1281.0762939453125,404.4095764160156,665,1
1271.3497314453125,406.4518127441406,666,1
1296.550537109375,403.9851989746094,667,1
1303.388671875,411.1058654785156,668,1
1309.1688232421875,419.083251953125,669,1
1313.5823974609375,427.8890686035156,670,1
1317.15576171875,437.0959777832031,671,1
1320.6644287109375,446.3280029296875,672,1
1324.1234130859375,455.5787963867188,673,1
1327.5762939453125,464.8318786621094,674,1
1331.0426025390625,474.0799560546875,675,1
1334.8031005859375,483.1906127929688,676,1
1341.35400390625,490.5119018554688,677,1
1349.0587158203125,496.6882934570313,678,1
1356.71142578125,502.9316101074219,679,1
1364.357666015625,509.1827697753906,680,1
1372.0614013671875,515.3515625,681,1
1381.00244140625,519.5056762695312,682,1
1390.1278076171875,523.2828369140625,683,1
1399.33154296875,526.865234375,684,1
1408.53515625,530.4476623535156,685,1
1417.7120361328125,534.0982666015625,686,1
1426.88525390625,537.7582397460938,687,1
1436.0419921875,541.4580078125,688,1
1445.55517578125,543.8466796875,689,1
