stage,point_id,x,y
1,634,6.0,34.0
1,635,6.0,35.0
1,636,6.0,36.0
1,637,6.0,37.0
1,638,6.0,38.0
1,639,6.0,39.0
1,640,6.0,40.0
1,641,6.0,41.0
1,642,6.0,42.0
1,643,6.0,43.0
1,644,6.0,44.0
1,645,6.0,45.0
1,646,6.0,46.0
1,647,6.0,47.0
1,648,6.0,48.0
1,649,6.0,49.0
1,650,6.0,50.0
1,651,6.0,51.0
1,652,6.0,52.0
1,653,6.0,53.0
1,654,6.0,54.0
1,655,6.0,55.0
1,656,6.0,56.0
1,657,6.0,57.0
1,658,6.0,58.0
1,659,6.0,59.0
1,660,6.0,60.0
1,661,6.0,61.0
1,662,6.0,62.0
1,663,6.0,63.0
1,664,6.0,64.0
1,665,6.0,65.0
1,666,6.0,66.0
1,667,6.0,67.0
1,668,6.0,68.0
1,669,6.0,69.0
1,670,6.0,70.0
1,671,6.0,71.0
1,672,6.0,72.0
1,673,6.0,73.0
1,674,6.0,74.0
1,675,6.0,75.0
1,676,6.0,76.0
1,677,6.0,77.0
1,678,6.0,78.0
1,679,6.0,79.0
1,680,6.0,80.0
1,681,6.0,81.0
1,682,6.0,82.0
1,683,6.0,83.0
1,684,6.0,84.0
1,685,6.0,85.0
1,686,6.0,86.0
1,687,6.0,87.0
1,688,6.0,88.0
1,689,6.0,89.0
1,690,6.0,90.0
1,691,6.0,91.0
1,692,6.0,92.0
1,693,6.0,93.0
1,694,6.0,94.0
1,695,6.0,95.0
1,696,6.0,96.0
1,697,6.0,97.0
1,698,6.0,98.0
1,699,6.0,99.0
1,700,7.0,0.0
1,701,7.0,1.0
1,702,7.0,2.0
1,703,7.0,3.0
1,704,7.0,4.0
1,705,7.0,5.0
1,706,7.0,6.0
1,707,7.0,7.0
1,708,7.0,8.0
1,709,7.0,9.0
1,710,7.0,10.0
1,711,7.0,11.0
1,712,7.0,12.0
1,713,7.0,13.0
1,714,7.0,14.0
1,715,7.0,15.0
1,716,7.0,16.0
1,717,7.0,17.0
1,718,7.0,18.0
1,719,7.0,19.0
1,720,7.0,20.0
1,721,7.0,21.0
1,722,7.0,22.0
1,723,7.0,23.0
1,724,7.0,24.0
1,725,7.0,25.0
1,726,7.0,26.0
1,727,7.0,27.0
1,728,7.0,28.0
1,729,7.0,29.0
1,730,7.0,30.0
1,731,7.0,31.0
1,732,7.0,32.0
1,733,7.0,33.0
1,734,7.0,34.0
1,735,7.0,35.0
1,736,7.0,36.0
1,737,7.0,37.0
1,738,7.0,38.0
1,739,7.0,39.0
1,740,7.0,40.0
1,741,7.0,41.0
1,742,7.0,42.0
1,743,7.0,43.0
1,744,7.0,44.0
1,745,7.0,45.0
1,746,7.0,46.0
1,747,7.0,47.0
1,748,7.0,48.0
1,749,7.0,49.0
1,750,7.0,50.0
1,751,7.0,51.0
1,752,7.0,52.0
1,753,7.0,53.0
1,754,7.0,54.0
1,755,7.0,55.0
1,756,7.0,56.0
1,757,7.0,57.0
1,758,7.0,58.0
1,759,7.0,59.0
1,760,7.0,60.0
1,761,7.0,61.0
1,762,7.0,62.0
1,763,7.0,63.0
1,764,7.0,64.0
1,765,7.0,65.0
1,766,7.0,66.0
1,767,7.0,67.0
1,768,7.0,68.0
1,769,7.0,69.0
1,770,7.0,70.0
1,771,7.0,71.0
1,772,7.0,72.0
1,773,7.0,73.0
1,774,7.0,74.0
1,775,7.0,75.0
1,776,7.0,76.0
1,777,7.0,77.0
1,778,7.0,78.0
1,779,7.0,79.0
1,780,7.0,80.0
1,781,7.0,81.0
1,782,7.0,82.0
1,783,7.0,83.0
1,784,7.0,84.0
1,785,7.0,85.0
1,786,7.0,86.0
1,787,7.0,87.0
1,788,7.0,88.0
1,789,7.0,89.0
1,790,7.0,90.0
1,791,7.0,91.0
1,792,7.0,92.0
1,793,7.0,93.0
1,794,7.0,94.0
1,795,7.0,95.0
1,796,7.0,96.0
1,797,7.0,97.0
1,798,7.0,98.0
1,799,7.0,99.0
1,800,8.0,0.0
1,801,8.0,1.0
1,802,8.0,2.0
1,803,8.0,3.0
1,804,8.0,4.0
1,805,8.0,5.0
1,806,8.0,6.0
1,807,8.0,7.0
1,808,8.0,8.0
1,809,8.0,9.0
1,810,8.0,10.0
1,811,8.0,11.0
1,812,8.0,12.0
1,813,8.0,13.0
1,814,8.0,14.0
1,815,8.0,15.0
1,816,8.0,16.0
1,817,8.0,17.0
1,818,8.0,18.0
1,819,8.0,19.0
1,820,8.0,20.0
1,821,8.0,21.0
1,822,8.0,22.0
1,823,8.0,23.0
1,824,8.0,24.0
1,825,8.0,25.0
1,826,8.0,26.0
1,827,8.0,27.0
1,828,8.0,28.0
1,829,8.0,29.0
1,830,8.0,30.0
1,831,8.0,31.0
1,832,8.0,32.0
1,833,8.0,33.0
1,834,8.0,34.0
1,835,8.0,35.0
1,836,8.0,36.0
1,837,8.0,37.0
1,838,8.0,38.0
1,839,8.0,39.0
1,840,8.0,40.0
1,841,8.0,41.0
1,842,8.0,42.0
1,843,8.0,43.0
1,844,8.0,44.0
1,845,8.0,45.0
1,846,8.0,46.0
1,847,8.0,47.0
1,848,8.0,48.0
1,849,8.0,49.0
1,850,8.0,50.0
1,851,8.0,51.0
1,852,8.0,52.0
1,853,8.0,53.0
1,854,8.0,54.0
1,855,8.0,55.0
1,856,8.0,56.0
1,857,8.0,57.0
1,858,8.0,58.0
1,859,8.0,59.0
1,860,8.0,60.0
1,861,8.0,61.0
1,862,8.0,62.0
1,863,8.0,63.0
1,864,8.0,64.0
1,865,8.0,65.0
1,866,8.0,66.0
1,867,8.0,67.0
1,868,8.0,68.0
1,869,8.0,69.0
1,870,8.0,70.0
1,871,8.0,71.0
1,872,8.0,72.0
1,873,8.0,73.0
1,874,8.0,74.0
1,875,8.0,75.0
1,876,8.0,76.0
1,877,8.0,77.0
1,878,8.0,78.0
1,879,8.0,79.0
1,880,8.0,80.0
1,881,8.0,81.0
1,882,8.0,82.0
1,883,8.0,83.0
1,884,8.0,84.0
1,885,8.0,85.0
1,886,8.0,86.0
1,887,8.0,87.0
1,888,8.0,88.0
1,889,8.0,89.0
1,890,8.0,90.0
1,891,8.0,91.0
1,892,8.0,92.0
1,893,8.0,93.0
1,894,8.0,94.0
1,895,8.0,95.0
1,896,8.0,96.0
1,897,8.0,97.0
1,898,8.0,98.0
1,899,8.0,99.0
1,900,9.0,0.0
1,901,9.0,1.0
1,902,9.0,2.0
1,903,9.0,3.0
1,904,9.0,4.0
1,905,9.0,5.0
1,906,9.0,6.0
1,907,9.0,7.0
1,908,9.0,8.0
1,909,9.0,9.0
1,910,9.0,10.0
1,911,9.0,11.0
1,912,9.0,12.0
1,913,9.0,13.0
1,914,9.0,14.0
1,915,9.0,15.0
1,916,9.0,16.0
1,917,9.0,17.0
1,918,9.0,18.0
1,919,9.0,19.0
1,920,9.0,20.0
1,921,9.0,21.0
1,922,9.0,22.0
1,923,9.0,23.0
1,924,9.0,24.0
1,925,9.0,25.0
1,926,9.0,26.0
1,927,9.0,27.0
1,928,9.0,28.0
1,929,9.0,29.0
1,930,9.0,30.0
1,931,9.0,31.0
1,932,9.0,32.0
1,933,9.0,33.0
1,934,9.0,34.0
1,935,9.0,35.0
1,936,9.0,36.0
1,937,9.0,37.0
1,938,9.0,38.0
1,939,9.0,39.0
1,940,9.0,40.0
1,941,9.0,41.0
1,942,9.0,42.0
1,943,9.0,43.0
1,944,9.0,44.0
1,945,9.0,45.0
1,946,9.0,46.0
1,947,9.0,47.0
1,948,9.0,48.0
1,949,9.0,49.0
1,950,9.0,50.0
1,951,9.0,51.0
1,952,9.0,52.0
1,953,9.0,53.0
1,954,9.0,54.0
1,955,9.0,55.0
1,956,9.0,56.0
1,957,9.0,57.0
1,958,9.0,58.0
1,959,9.0,59.0
1,960,9.0,60.0
1,961,9.0,61.0
1,962,9.0,62.0
1,963,9.0,63.0
1,964,9.0,64.0
1,965,9.0,65.0
1,966,9.0,66.0
1,967,9.0,67.0
1,968,9.0,68.0
1,969,9.0,69.0
1,970,9.0,70.0
1,971,9.0,71.0
1,972,9.0,72.0
1,973,9.0,73.0
1,974,9.0,74.0
1,975,9.0,75.0
1,976,9.0,76.0
1,977,9.0,77.0
1,978,9.0,78.0
1,979,9.0,79.0
1,980,9.0,80.0
1,981,9.0,81.0
1,982,9.0,82.0
1,983,9.0,83.0
1,984,9.0,84.0
1,985,9.0,85.0
1,986,9.0,86.0
1,987,9.0,87.0
1,988,9.0,88.0
1,989,9.0,89.0
1,990,9.0,90.0
1,991,9.0,91.0
1,992,9.0,92.0
1,993,9.0,93.0
1,994,9.0,94.0
1,995,9.0,95.0
1,996,9.0,96.0
1,997,9.0,97.0
1,998,9.0,98.0
1,999,9.0,99.0
1,1000,10.0,0.0
1,1001,10.0,1.0
1,1002,10.0,2.0
1,1003,10.0,3.0
1,1004,10.0,4.0
1,1005,10.0,5.0
1,1006,10.0,6.0
1,1007,10.0,7.0
1,1008,10.0,8.0
1,1009,10.0,9.0
1,1010,10.0,10.0
1,1011,10.0,11.0
1,1012,10.0,12.0
1,1013,10.0,13.0
1,1014,10.0,14.0
1,1015,10.0,15.0
1,1016,10.0,16.0
1,1017,10.0,17.0
1,1018,10.0,18.0
1,1019,10.0,19.0
1,1020,10.0,20.0
1,1021,10.0,21.0
1,1022,10.0,22.0
1,1023,10.0,23.0
1,1024,10.0,24.0
1,1025,10.0,25.0
1,1026,10.0,26.0
1,1027,10.0,27.0
1,1028,10.0,28.0
1,1029,10.0,29.0
1,1030,10.0,30.0
1,1031,10.0,31.0
1,1032,10.0,32.0
1,1033,10.0,33.0
1,1034,10.0,34.0
1,1035,10.0,35.0
1,1036,10.0,36.0
1,1037,10.0,37.0
1,1038,10.0,38.0
1,1039,10.0,39.0
1,1040,10.0,40.0
1,1041,10.0,41.0
1,1042,10.0,42.0
1,1043,10.0,43.0
1,1044,10.0,44.0
1,1045,10.0,45.0
1,1046,10.0,46.0
1,1047,10.0,47.0
1,1048,10.0,48.0
1,1049,10.0,49.0
1,1050,10.0,50.0
1,1051,10.0,51.0
1,1052,10.0,52.0
1,1053,10.0,53.0
1,1054,10.0,54.0
1,1055,10.0,55.0
1,1056,10.0,56.0
1,1057,10.0,57.0
1,1058,10.0,58.0
1,1059,10.0,59.0
1,1060,10.0,60.0
1,1061,10.0,61.0
1,1062,10.0,62.0
1,1063,10.0,63.0
1,1064,10.0,64.0
1,1065,10.0,65.0
1,1066,10.0,66.0
1,1067,10.0,67.0
1,1068,10.0,68.0
1,1069,10.0,69.0
1,1070,10.0,70.0
1,1071,10.0,71.0
1,1072,10.0,72.0
1,1073,10.0,73.0
1,1074,10.0,74.0
1,1075,10.0,75.0
1,1076,10.0,76.0
1,1077,10.0,77.0
1,1078,10.0,78.0
1,1079,10.0,79.0
1,1080,10.0,80.0
1,1081,10.0,81.0
1,1082,10.0,82.0
1,1083,10.0,83.0
1,1084,10.0,84.0
1,1085,10.0,85.0
1,1086,10.0,86.0
1,1087,10.0,87.0
1,1088,10.0,88.0
1,1089,10.0,89.0
1,1090,10.0,90.0
1,1091,10.0,91.0
1,1092,10.0,92.0
1,1093,10.0,93.0
1,1094,10.0,94.0
1,1095,10.0,95.0
1,1096,10.0,96.0
1,1097,10.0,97.0
1,1098,10.0,98.0
1,1099,10.0,99.0
1,1100,11.0,0.0
1,1101,11.0,1.0
1,1102,11.0,2.0
1,1103,11.0,3.0
1,1104,11.0,4.0
1,1105,11.0,5.0
1,1106,11.0,6.0
1,1107,11.0,7.0
1,1108,11.0,8.0
1,1109,11.0,9.0
1,1110,11.0,10.0
1,1111,11.0,11.0
1,1112,11.0,12.0
1,1113,11.0,13.0
1,1114,11.0,14.0
1,1115,11.0,15.0
1,1116,11.0,16.0
1,1117,11.0,17.0
1,1118,11.0,18.0
1,1119,11.0,19.0
1,1120,11.0,20.0
1,1121,11.0,21.0
1,1122,11.0,22.0
1,1123,11.0,23.0
1,1124,11.0,24.0
1,1125,11.0,25.0
1,1126,11.0,26.0
1,1127,11.0,27.0
1,1128,11.0,28.0
1,1129,11.0,29.0
1,1130,11.0,30.0
1,1131,11.0,31.0
1,1132,11.0,32.0
1,1133,11.0,33.0
1,1134,11.0,34.0
1,1135,11.0,35.0
1,1136,11.0,36.0
1,1137,11.0,37.0
1,1138,11.0,38.0
1,1139,11.0,39.0
1,1140,11.0,40.0
1,1141,11.0,41.0
1,1142,11.0,42.0
1,1143,11.0,43.0
1,1144,11.0,44.0
1,1145,11.0,45.0
1,1146,11.0,46.0
1,1147,11.0,47.0
1,1148,11.0,48.0
1,1149,11.0,49.0
1,1150,11.0,50.0
1,1151,11.0,51.0
